City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,khanty-mansiysk,61.0042,69.0019,-10.94,85,100,3.13,RU,1706411802
294,minas de marcona,-15.2119,-75.1103,19.46,78,33,3.59,PE,1706411802
295,birjand,32.8663,59.2211,12.26,47,20,6.17,IR,1706411803
296,ataq,14.5377,46.8319,18.14,81,75,2.38,YE,1706411803
297,ed damer,17.5928,33.9592,14.98,33,100,6.05,SD,1706411803
298,perry,37.2506,-83.1999,16.1,97,100,1.71,US,1706411623
299,gadani,25.1185,66.7299,13.12,68,47,2.06,PK,1706411803
300,nchelenge,-9.3451,28.734,20.26,91,59,1.7,ZM,1706411804
301,hadibu,12.65,54.0333,24.42,84,60,2.25,YE,1706411804
302,san sebastian de la gomera,28.0916,-17.1133,23.2,16,1,2.06,ES,1706411804
303,zaozersk,69.4005,32.4476,0.26,94,75,15.78,RU,1706411804
304,remire-montjoly,4.9167,-52.2667,26.02,83,75,2.06,GF,1706411805
305,igarka,67.4667,86.5833,-12.74,94,100,7.09,RU,1706411805
306,virac,13.6333,124.2167,21.97,73,100,6.72,PH,1706411805
307,bakanas,44.8081,76.2772,-6.74,91,100,3.81,KZ,1706411805
308,ola,59.5833,151.2833,-18.58,76,36,1.4,RU,1706411806
309,kurumkan,54.3,110.3,-21.6,88,42,0.89,RU,1706411806
310,besni,37.6928,37.8611,-0.2,56,100,2.67,TR,1706411806
311,callao,-12.0667,-77.15,26.51,73,0,6.17,PE,1706411806
312,sungai penuh,-2.0833,101.3833,20.77,88,98,0.95,ID,1706411807
313,kampene,-3.6,26.6667,20.99,99,100,0.38,CD,1706411807
314,dededo village,13.5178,144.8391,26.9,72,100,9.26,GU,1706411807
315,malabar,-33.9667,151.25,29.54,66,20,7.2,AU,1706411807
316,hithadhoo,-0.6,73.0833,27.75,72,100,5.37,MV,1706411807
317,douglas,41.3,-96.167,-0.39,93,0,3.09,US,1706411521
318,dazhong,33.1997,120.4578,6.21,41,0,2.52,CN,1706411808
319,mahina,-17.5065,-149.489,27.87,78,75,2.06,PF,1706411808
320,merzifon,40.8733,35.4631,-4.3,93,40,0.0,TR,1706411808
321,santa elena de uairen,4.6167,-61.1333,22.8,60,94,1.62,VE,1706411809
322,pangkalanbuun,-2.6833,111.6167,29.84,72,99,0.46,ID,1706411809
323,rouissat,31.9243,5.3502,9.04,43,0,1.03,DZ,1706411809
324,tuapse,44.1125,39.0742,3.79,82,100,1.04,RU,1706411809
325,pizarro,4.9533,-77.366,26.12,90,44,1.03,CO,1706411809
326,zakynthos,37.7914,20.8953,8.69,62,2,3.82,GR,1706411810
327,kralendijk,12.15,-68.2667,25.99,83,20,6.17,BQ,1706411741
328,manapla,10.9167,123.1333,24.97,80,100,7.31,PH,1706411810
329,katsuura,35.1333,140.3,9.16,64,100,3.59,JP,1706411737
330,codajas,-3.8367,-62.0569,23.75,94,98,0.92,BR,1706411811
331,marshall,34.3834,-86.3333,10.18,81,100,6.17,US,1706411811
332,mata-utu,-13.2816,-176.1745,28.71,81,100,7.21,WF,1706411811
333,wickenburg,33.9686,-112.7296,14.0,32,17,3.08,US,1706411811
334,borogontsy,62.6683,131.1683,-35.36,96,52,1.0,RU,1706411812
335,seydi,39.4816,62.9137,7.35,80,79,5.5,TM,1706411812
336,langtoucun,40.0261,124.3286,-5.92,71,5,1.74,CN,1706411812
337,cidreira,-30.1811,-50.2056,21.31,87,99,4.63,BR,1706411812
338,cururupu,-1.8283,-44.8683,24.68,93,66,1.47,BR,1706411813
339,kangding,30.0513,101.9603,2.99,58,4,1.28,CN,1706411813
340,saint-francois,46.4154,3.9054,3.14,94,100,3.09,FR,1706411813
341,wahpeton,46.2652,-96.6059,-0.6,100,0,0.0,US,1706411813
342,fisterra,42.9049,-9.2629,10.01,77,100,9.39,ES,1706411814
343,lagunas,-5.2269,-75.6753,25.07,79,99,1.36,PE,1706411814
344,new norfolk,-42.7826,147.0587,23.72,69,99,2.78,AU,1706411814
345,kingston,17.997,-76.7936,26.53,69,20,2.57,JM,1706411587
346,la passe,45.5549,-0.8967,7.21,76,100,4.14,FR,1706411814
347,menongue,-14.6585,17.691,16.34,62,40,2.25,AO,1706411815
348,burang,30.25,81.1667,-5.25,35,0,1.47,CN,1706411815
349,awjilah,29.1081,21.2869,11.07,78,0,2.74,LY,1706411815
350,santa cecilia,-26.9608,-50.4269,13.07,100,100,1.53,BR,1706411815
351,saudarkrokur,65.7461,-19.6394,-5.17,88,100,2.79,IS,1706411816
352,khandyga,62.6667,135.6,-33.51,94,30,0.37,RU,1706411816
353,nelson bay,-32.7167,152.15,25.05,80,100,0.89,AU,1706411816
354,betio village,1.358,172.9211,27.02,87,100,12.98,KI,1706411816
355,palangkaraya,-2.2,113.8333,28.02,79,99,0.77,ID,1706411817
356,kathu,7.9178,98.3332,29.9,71,37,9.49,TH,1706411817
357,nogliki,51.8333,143.1667,-10.92,91,97,4.02,RU,1706411773
358,chiredzi,-21.05,31.6667,19.38,83,16,1.14,ZW,1706411817
359,wynyard,-41.0,145.7167,19.2,76,99,4.81,AU,1706411818
360,kolonia,50.9333,6.95,3.23,77,0,3.09,DE,1706411804
361,manali,13.1667,80.2667,28.05,72,32,5.32,IN,1706411818
362,san pedro pochutla,15.7333,-96.4667,24.21,66,3,1.03,MX,1706411818
363,meraux,29.933,-89.9498,14.44,77,0,9.26,US,1706411818
364,iskateley,67.6803,53.1512,-9.85,94,95,6.87,RU,1706411819
365,coari,-4.085,-63.1414,23.95,98,82,1.13,BR,1706411819
366,belmonte,-15.8631,-38.8828,24.84,93,100,6.32,BR,1706411819
367,tromso,69.6496,18.957,0.01,93,75,8.23,NO,1706411819
368,broken hill,-31.95,141.4333,27.79,24,0,3.47,AU,1706411820
369,vila velha,-20.3297,-40.2925,23.97,98,0,1.54,BR,1706411820
370,fale old settlement,-9.3852,-171.2468,29.51,69,37,1.65,TK,1706411820
371,padang,-0.9492,100.3543,32.03,84,100,1.34,ID,1706411820
372,shalkar,47.8288,59.6258,-14.87,80,78,5.09,KZ,1706411821
373,luga,58.7372,29.8453,-6.79,95,73,2.33,RU,1706411821
374,marsa alam,25.0757,34.8918,16.54,46,46,3.68,EG,1706411821
375,ratnagiri,16.9833,73.3,24.9,48,41,1.95,IN,1706411821
376,parras de la fuente,25.4167,-102.1833,11.14,55,0,2.56,MX,1706411821
377,sinabang,2.4803,96.3801,27.67,77,99,0.81,ID,1706411822
378,kiunga,-6.1219,141.2906,34.55,41,82,1.99,PG,1706411822
379,geraldton,-28.7667,114.6,25.23,57,0,8.75,AU,1706411822
380,carolina beach,34.0352,-77.8936,19.49,97,93,4.53,US,1706411823
381,sinop,41.7711,34.8709,-0.3,87,100,1.42,TR,1706411823
382,pariaman,-0.619,100.12,32.03,83,100,1.52,ID,1706411823
383,labuan bajo,-8.4964,119.8877,28.48,75,42,0.56,ID,1706411823
384,nemuro,43.3236,145.575,0.4,84,100,5.56,JP,1706411824
385,batang,-6.4846,110.7083,29.23,72,60,4.93,ID,1706411824
386,pezenas,43.4595,3.4238,5.96,87,0,2.57,FR,1706411824
387,lompoc,34.6391,-120.4579,18.08,64,0,0.0,US,1706411825
388,kirensk,57.7853,108.1119,-29.46,96,22,1.79,RU,1706411747
389,barkly west,-28.5354,24.5215,22.17,65,99,1.38,ZA,1706411826
390,achinsk,56.2694,90.4993,-19.34,99,67,1.34,RU,1706411826
391,cabo san lucas,22.8909,-109.9124,22.64,74,0,5.14,MX,1706411826
392,ati,13.2154,18.3353,15.65,21,26,4.66,TD,1706411826
393,carnarvon,-24.8667,113.6333,27.29,61,0,5.4,AU,1706411597
394,trairi,-3.2778,-39.2689,26.18,84,88,3.62,BR,1706411814
395,masterton,-40.9597,175.6575,17.83,85,100,2.81,NZ,1706411443
396,uribia,11.7139,-72.266,25.4,79,9,6.35,CO,1706411827
397,kavaratti,10.5669,72.642,26.91,70,93,1.21,IN,1706411827
398,espinosa,-14.9261,-42.8192,21.43,98,99,1.59,BR,1706411828
399,ardestan,33.3761,52.3694,5.2,64,3,2.72,IR,1706411828
400,polyarnyye zori,67.3661,32.4981,-5.57,88,100,6.12,RU,1706411828
401,chikhli,20.35,76.25,20.26,31,84,2.54,IN,1706411829
402,colonia,50.9333,6.95,3.23,77,0,3.09,DE,1706411829
403,yekaterinovka,52.0508,44.3451,-10.76,96,100,2.67,RU,1706411829
404,puerto colombia,10.9878,-74.9547,26.05,87,9,11.41,CO,1706411829
405,pedernales,18.0384,-71.744,24.61,67,0,2.13,DO,1706411830
406,wolgast,54.05,13.7667,2.01,100,18,3.94,DE,1706411830
407,vostochnyy,55.8167,37.8667,-4.85,99,83,1.53,RU,1706411830
408,stanwood,48.2412,-122.3707,14.22,93,100,2.57,US,1706411813
409,zhangjiakou,40.81,114.8794,-7.98,63,12,1.69,CN,1706411649
410,kasempa,-13.4584,25.8338,16.14,82,6,1.66,ZM,1706411831
411,uttar char fasson,22.2332,90.7132,18.05,48,0,4.18,BD,1706411831
412,novoazovs'k,47.1139,38.086,-0.04,97,99,2.86,UA,1706411831
413,rongelap,11.1635,166.8941,26.03,64,100,5.2,MH,1706411832
414,chimbarongo,-34.7,-71.05,23.49,60,69,0.72,CL,1706411832
415,murghob,38.1702,73.9667,-12.46,82,100,1.48,TJ,1706411833
416,veinticinco de mayo,-35.4323,-60.1727,23.32,51,84,1.79,AR,1706411834
417,karwar,14.8,74.1333,24.67,56,64,3.12,IN,1706411837
418,kherson,46.6558,32.6178,-0.93,94,82,3.53,UA,1706411837
419,luau,-10.7073,22.2247,18.44,97,95,0.4,AO,1706411838
420,herrenberg,48.5952,8.8665,1.6,73,71,1.33,DE,1706411838
421,ennis,52.8436,-8.9864,10.96,87,75,8.23,IE,1706411838
422,nguigmi,14.2495,13.1092,15.73,34,72,6.24,NE,1706411839
423,rajin,42.2489,130.3003,-2.54,45,11,0.43,KP,1706411839
424,nagqu,31.5,92.0,-13.22,54,33,2.22,CN,1706411839
425,raduzhny,62.0961,77.475,-19.96,99,100,2.37,RU,1706411840
426,el porvenir,13.7617,-87.3458,23.63,62,73,2.26,HN,1706411840
427,zuwarah,32.9312,12.082,15.37,80,85,5.23,LY,1706411841
428,ribeira brava,32.65,-17.0667,18.35,64,60,3.67,PT,1706411841
429,okhotsk,59.3833,143.3,-19.0,72,42,5.89,RU,1706411842
430,arraial do cabo,-22.9661,-42.0278,24.2,92,100,1.27,BR,1706411842
431,puerto baquerizo moreno,-0.9,-89.6,26.22,79,99,3.85,EC,1706411842
432,xining,36.6167,101.7667,-5.43,22,0,1.08,CN,1706411842
433,wenchang,30.904,118.4887,7.77,40,0,1.25,CN,1706411843
434,achacachi,-16.05,-68.6833,7.9,84,99,3.44,BO,1706411843
435,dhidhdhoo,6.8833,73.1,27.04,67,99,2.46,MV,1706411843
436,vallo della lucania,40.2297,15.2658,5.67,83,0,2.5,IT,1706411843
437,kingscliff,-28.2667,153.5667,28.3,83,75,6.69,AU,1706411844
438,shimoda,34.6667,138.95,10.2,65,79,0.83,JP,1706411755
439,jiangzi,28.95,89.6333,-7.21,33,34,0.65,CN,1706411844
440,alice springs,-23.7,133.8833,34.75,15,10,4.12,AU,1706411845
441,neyshabur,36.2133,58.7958,6.82,92,100,3.45,IR,1706411845
442,island harbour,50.724,-1.2758,8.29,86,100,2.68,GB,1706411593
443,buka,40.8108,69.1986,5.5,64,100,0.52,UZ,1706411846
444,qamdo,31.1667,97.2333,-9.7,36,100,0.75,CN,1706411846
445,tupi,6.3167,124.95,26.89,63,74,1.72,PH,1706411846
446,bel ombre,-4.6167,55.4167,27.91,78,20,2.06,SC,1706411846
447,aketi,2.7388,23.7833,19.76,50,41,0.88,CD,1706411847
448,xiangyang,32.0422,112.1448,7.85,45,34,2.65,CN,1706411741
449,severo-yeniseyskiy,60.3725,93.0408,-24.12,98,95,1.79,RU,1706411847
450,cascais,38.6979,-9.4215,16.14,88,100,6.26,PT,1706411848
451,dashitou,43.3067,128.5114,-10.64,75,20,1.17,CN,1706411848
452,puerto ayacucho,5.6639,-67.6236,28.24,40,64,3.55,VE,1706411848
453,nova xavantina,-14.6667,-52.35,22.7,87,4,0.91,BR,1706411849
454,caleta de carquin,-11.0925,-77.6267,23.99,79,86,3.6,PE,1706411849
455,olinda,-8.0089,-34.8553,27.85,78,40,3.09,BR,1706411849
456,obo,5.3998,26.4869,22.55,22,100,3.06,CF,1706411849
457,tosontsengel,48.7567,98.2839,-25.01,82,3,0.14,MN,1706411850
458,kayyerkan,69.3786,87.7439,-12.61,78,100,3.86,RU,1706411850
459,ash shamiyah,31.9636,44.599,8.05,87,0,4.12,IQ,1706411850
460,weining,26.85,104.2333,-0.32,77,100,1.59,CN,1706411851
461,kokopo,-4.352,152.2633,28.8,78,66,3.2,PG,1706411851
462,fort st. john,56.2499,-120.8529,2.94,81,75,3.6,CA,1706411691
463,petawawa,45.9001,-77.3328,-0.23,90,100,0.56,CA,1706411852
464,tevriz,57.509,72.4042,-28.32,100,100,0.91,RU,1706411852
465,suva,-18.1416,178.4415,29.71,54,75,3.09,FJ,1706411852
466,baynjiwayn,35.6183,45.9541,-1.15,84,58,1.55,IQ,1706411853
467,petropavlovsk-kamchatsky,53.0452,158.6483,-3.67,83,40,3.0,RU,1706411853
468,port douglas,-16.4833,145.4667,30.35,73,83,3.88,AU,1706411853
469,hell-ville,-13.4,48.2667,26.33,76,2,3.44,MG,1706411854
470,adler,43.43,39.92,3.09,93,100,1.0,RU,1706411854
471,holualoa,19.6228,-155.9522,24.91,76,40,5.66,US,1706411854
472,talcahuano,-36.7167,-73.1167,17.82,68,0,2.57,CL,1706411715
473,betare oya,5.6,14.0833,19.11,32,50,2.12,CM,1706411855
474,konjic,43.6519,17.9614,5.49,94,84,3.15,BA,1706411855
475,xifeng,42.7372,124.7222,-7.49,72,6,2.35,CN,1706411856
476,usinsk,65.9939,57.5281,-12.18,94,100,8.05,RU,1706411594
477,baiti,13.745,-14.7482,23.69,15,98,4.11,SN,1706411856
478,orgiva,36.9026,-3.4238,10.81,38,5,0.31,ES,1706411857
479,sao vicente,-23.9631,-46.3919,25.1,91,28,1.42,BR,1706411827
480,trancoso,22.7333,-102.3667,14.31,33,0,3.74,MX,1706411857
481,lumberton,34.6182,-79.0086,20.05,94,100,4.12,US,1706411621
482,charters towers,-20.1,146.2667,34.27,47,68,7.56,AU,1706411858
483,vadso,70.0744,29.7487,3.09,75,99,13.89,NO,1706411858
484,puerto lumbreras,37.5633,-1.8097,10.57,60,20,1.75,ES,1706411858
485,tulagi,-9.0996,160.1476,28.45,75,99,8.91,SB,1706411860
486,kailua-kona,19.6406,-155.9956,26.98,76,40,5.66,US,1706411730
487,lyubashivka,47.8372,30.2598,-2.61,94,73,4.62,UA,1706411861
488,cambourne,52.22,-0.0701,3.77,90,89,5.02,GB,1706411863
489,juan griego,11.0817,-63.9655,24.17,89,0,4.84,VE,1706411864
490,bishkul,54.7803,69.1033,-14.81,85,100,2.0,KZ,1706411865
491,xinyuan,37.3,99.0,-10.68,23,0,3.21,CN,1706411865
492,waiuku,-37.25,174.75,24.81,89,100,6.18,NZ,1706411866
493,lata,40.1629,-8.3327,8.29,88,56,1.97,PT,1706411597
494,mugia,43.1041,-9.2179,10.09,75,94,9.2,ES,1706411866
495,bamboo flat,11.7,92.7167,26.05,89,75,1.03,IN,1706411866
496,hede,33.7681,120.2517,5.71,40,0,2.15,CN,1706411869
497,prince rupert,54.3161,-130.3201,6.83,100,100,6.17,CA,1706411869
498,barra de santo antonio,-9.4047,-35.5072,26.6,89,98,4.29,BR,1706411871
499,tamiahua,21.2667,-97.45,20.37,66,100,3.27,MX,1706411871
500,vorotynsk,54.4283,36.0465,-4.6,99,92,1.81,RU,1706411872
501,colonel hill,22.7667,-74.2167,25.29,69,0,7.6,BS,1706411872
502,barbezieux-saint-hilaire,45.4726,-0.1522,9.17,73,100,3.47,FR,1706411872
503,azemmour,33.2895,-8.3425,14.66,47,81,3.26,MA,1706411872
504,manakara,-22.1333,48.0167,22.87,92,26,2.52,MG,1706411873
505,garoua,9.3,13.4,19.54,23,6,1.06,CM,1706411873
506,ancud,-41.8697,-73.8203,12.38,75,100,1.98,CL,1706411806
507,lihue,21.9789,-159.3672,26.87,66,0,7.2,US,1706411873
508,formosa do rio preto,-11.0483,-45.1931,21.27,100,100,0.67,BR,1706411874
509,newman,37.3138,-121.0208,14.05,90,100,0.45,US,1706411874
510,cabinda,-5.55,12.2,26.24,92,96,2.28,AO,1706411875
511,bridgewater,44.3835,-64.5155,0.06,95,100,1.54,CA,1706411875
512,puerto el triunfo,13.2833,-88.55,27.12,74,76,1.87,SV,1706411875
513,tobelo,1.7284,128.0095,28.43,74,62,2.11,ID,1706411875
514,kelso,46.1468,-122.9084,15.45,95,100,5.81,US,1706411876
515,funaishikawa,36.4667,140.5667,10.5,49,93,1.4,JP,1706411876
516,teguise,29.0605,-13.564,16.12,68,0,4.12,ES,1706411876
517,kalabo,-14.97,22.6814,18.15,50,13,2.75,ZM,1706411877
518,sabang,5.8933,95.3214,27.75,78,85,9.05,ID,1706411877
519,siwa oasis,29.2041,25.5195,11.32,58,0,2.9,EG,1706411877
520,lengshuitan,26.4111,111.5956,5.97,79,100,0.54,CN,1706411877
521,st ives,50.2086,-5.4875,10.18,91,100,10.34,GB,1706411878
522,shira,54.4911,89.9531,-22.02,92,100,0.93,RU,1706411878
523,owen sound,44.5672,-80.9435,1.21,93,100,2.68,CA,1706411824
524,atakpame,7.5333,1.1333,22.78,27,4,1.33,TG,1706411879
525,sihora,23.4833,80.1167,13.63,30,5,1.24,IN,1706411879
526,daru,-9.0763,143.2092,34.71,44,11,4.79,PG,1706411880
527,haradok,55.4624,29.9816,-3.49,96,100,0.44,BY,1706411880
528,maridi,4.9158,29.4742,20.19,28,100,2.37,SS,1706411881
529,menaka,15.9182,2.4022,16.97,21,0,4.77,ML,1706411881
530,camana,-16.6228,-72.7111,23.91,82,41,1.89,PE,1706411881
531,bonthe,7.5264,-12.505,25.92,87,4,1.52,SL,1706411881
532,pampas,-12.4,-74.9,11.51,93,100,0.47,PE,1706411882
533,domna,51.8971,113.1573,-19.91,70,1,1.0,RU,1706411882
534,santa cruz del sur,20.7147,-77.9956,23.37,79,0,3.26,CU,1706411883
535,smirnykh,49.75,142.8333,-3.82,82,54,1.7,RU,1706411884
536,brisas de zicatela,15.8369,-97.0419,26.29,69,0,1.03,MX,1706411884
537,gurjaani,41.7429,45.8011,-0.29,91,100,1.39,GE,1706411884
538,qulsary,46.9531,54.0198,-8.48,78,89,6.45,KZ,1706411885
539,mount pearl,47.5166,-52.7813,-6.26,91,0,5.14,CA,1706411764
540,tongouson,5.0214,120.1328,27.79,66,99,5.63,PH,1706411886
541,yaren,-0.5472,166.916,29.0,73,100,5.46,NR,1706411886
542,bodaybo,57.8506,114.1933,-34.81,100,100,0.51,RU,1706411887
543,labytnangi,66.6572,66.4183,-21.43,100,83,1.46,RU,1706411887
544,sao joao da barra,-21.6403,-41.0511,23.65,90,100,2.72,BR,1706411802
545,port blair,11.6667,92.75,26.02,89,75,1.03,IN,1706411888
546,bodo,67.28,14.405,4.14,82,75,14.92,NO,1706411888
547,kyzylorda,44.8528,65.5092,-10.99,85,0,8.0,KZ,1706411889
548,dryden,49.7833,-92.7503,-3.84,93,100,3.09,CA,1706411889
549,vernon,50.2581,-119.2691,4.23,92,100,1.34,CA,1706411889
550,bathsheba,13.2167,-59.5167,26.34,78,40,8.23,BB,1706411890
551,mantua,45.1667,10.7833,3.32,64,13,1.34,IT,1706411890
552,ar ruways,24.1103,52.7306,20.81,74,94,8.21,AE,1706411891
553,kidal,18.4411,1.4078,14.78,28,0,4.79,ML,1706411892
554,phalaborwa,-23.943,31.1411,21.31,75,100,3.31,ZA,1706411892
555,nizhneangarsk,55.7833,109.55,-25.0,77,1,3.58,RU,1706411892
556,guarapari,-20.6667,-40.4975,23.83,95,100,1.46,BR,1706411893
557,balqash,46.8481,74.995,-16.67,85,0,3.0,KZ,1706411893
558,markovo,57.3206,107.0881,-28.12,96,14,1.12,RU,1706411894
559,kalinkavichy,52.1323,29.3257,-10.07,97,97,2.75,BY,1706411895
560,linqiong,30.4159,103.4609,6.9,61,2,2.06,CN,1706411895
561,ulsteinvik,62.3432,5.8487,7.4,87,100,9.39,NO,1706411895
562,richlands,37.0932,-81.7937,13.03,87,40,5.66,US,1706411895
563,mwingi,-0.9344,38.0601,19.53,87,35,0.87,KE,1706411896
564,bukan,36.521,46.2089,-2.32,82,35,2.7,IR,1706411896
565,savanna-la-mar,18.219,-78.1332,27.18,86,19,2.08,JM,1706411896
566,nova vicosa,-17.8919,-39.3719,24.88,95,100,5.33,BR,1706411624
567,tambopata,-12.7333,-69.1833,23.0,98,37,1.16,PE,1706411898
568,qarazhal,48.0078,70.7903,-19.5,95,25,3.5,KZ,1706411898
569,brookings,44.3114,-96.7984,-3.0,100,0,1.54,US,1706411898
570,retreat,38.8245,-85.8533,5.62,97,100,0.89,US,1706411899
571,al ghayzah,16.2079,52.176,21.13,86,67,1.73,YE,1706411899
572,la'ie,21.6477,-157.9253,26.73,55,0,2.24,US,1706411899
573,aginskoye,51.1,114.53,-17.5,77,9,2.96,RU,1706411900
574,djibouti,11.5,42.5,22.06,79,100,0.99,DJ,1706411901
575,viedma,-40.8135,-62.9967,21.07,59,2,7.55,AR,1706411885
576,strezhevoy,60.7333,77.5889,-20.02,100,100,1.79,RU,1706411901
577,livny,52.4253,37.6069,-4.0,97,100,3.48,RU,1706411902
578,whakatane,-37.9585,176.9854,23.21,93,100,10.27,NZ,1706411902
579,tari,12.4086,4.4914,18.43,18,10,5.92,NG,1706411902
580,shihezi,44.3,86.0333,-21.18,100,88,0.3,CN,1706411903
581,isla mujeres,21.2311,-86.731,26.03,85,0,2.74,MX,1706411903
582,cacoal,-11.4386,-61.4472,23.28,95,62,1.65,BR,1706411903
583,alamogordo,32.8995,-105.9603,6.0,73,0,0.0,US,1706411904
584,el alto,-4.2714,-81.2147,22.17,84,21,3.94,PE,1706411904
585,nyala,12.05,24.8833,15.22,22,100,7.85,SD,1706411904
586,oriximina,-1.7656,-55.8661,24.84,87,80,0.14,BR,1706411905
587,chirala,15.8167,80.35,23.11,80,48,2.39,IN,1706411905
588,gufeng,26.9083,118.9819,8.27,63,96,0.97,CN,1706411905
589,jieshi,22.8134,115.8257,13.53,74,98,3.89,CN,1706411798
